"Country","Con19","c11BornEngland","c11Deprived1","c11QualLevel4","c11LongTermUnemployed","c11Christian","c11Muslim","c11Jewish","c11EthnicityWhite","c11EthnicityBlack","c11EthnicityAsian","c11HouseOwned","c11HouseSocialLA","c11HouseholdMarried","c11CarsTwo"
"England",63.8532295227051,95.7693751920167,31.4071215205266,18.7250006896361,1.76377086262762,60.0161578462274,0.161578462273705,0.0523423187647213,98.3887668832425,0.200266263099803,0.670209255487409,72.4682122181395,6.00068730339158,36.0411324645114,27.7247614264189
"Scotland",40.3544120788574,8.96353657969397,35.3592009220131,21.0476016471547,1.81881500007915,51.334821636203,0.276731314822566,0.01511557601972,98.8674945351379,0.165108599600019,0.668573554718385,59.843770008964,17.6130106287617,33.228326290178,22.5867588679729
"Wales",15.2301025390625,22.1864527099533,32.0649479424888,27.8945042583963,1.4901943443366,55.6254436795272,1.93650636422168,0.0544797186865435,94.3588727650934,0.348340019480627,3.07397685437406,62.456618740704,10.485870104115,29.8958849776896,26.1113865476781
"Scotland",35.234130859375,17.7086405190209,35.0978193146417,28.8576039928931,1.5378476272331,59.0216183109135,0.210965678379421,0.0487716353242747,98.7534877390377,0.216636798765964,0.640836603679423,66.4872274143302,0,33.2535825545171,24.1121495327103
"England",57.9175338745117,90.4366331849445,32.7226769378912,32.9537393122503,0.852116547553601,65.4836686646036,0.305345081065521,0.23440632485838,97.7484655638603,0.214872464453515,0.934541005685382,75.9701492537313,2.34713529128551,38.6061627347135,35.8353394318729
"England",39.2629661560059,95.5501697509665,32.4916484276005,14.6275280695619,1.87901982671557,58.2069195596287,0.298290715701474,0.00981219459544322,97.9571010852287,0.284553643267853,0.829130443314952,69.0888146526898,13.0031102407557,35.2401797027992,25.3818684483354
"England",62.0556488037109,88.3212325128387,32.5534657142233,24.2879702532284,1.34184034458361,62.7279971666372,0.893394722861697,0.0982822737736851,93.4956614131397,1.20860633964937,3.50717194970781,67.8441138563034,10.05089892304,37.4030626733949,30.9063503506128
"England",37.0175476074219,89.0709959771893,32.6474517057131,15.4254076852272,2.07697741174349,65.0424384421555,5.93585606295036,0.0419963750497326,87.3513549356792,1.13611246187171,9.56080633040095,62.3715577476367,5.45108919030004,30.2609946568023,18.7268803945746
"England",54.0428581237793,83.4902385514732,31.6881607993494,29.9706353755981,1.20774180369727,59.1231821674211,5.75041424828978,0.165699315911763,85.7942921676988,2.55491682634897,8.39327205235728,69.5131869408621,3.84338329266876,38.9543394911119,33.2891832229581
"Scotland",38.5109024047852,7.52025549792086,32.5441393423119,21.0096463022508,2.19159020741836,56.9597462168303,0.222917649076178,0.040725339735071,98.9004158271531,0.103956788271102,0.719123762164016,63.839052015419,20.2469899585971,32.8153999904821,22.6455051634702
"Scotland",34.7745742797852,6.02981414412062,32.4586928468409,21.5457638279192,2.32455135547919,57.8401208006449,0.203226648803915,0.0476844650824828,98.6988953098923,0.127158573553287,0.875350537585577,66.3267629867665,18.3598593153007,33.7972217302194,22.7828243212469
"Scotland",30.8489437103271,6.91514421818563,32.8842269555637,21.398237941307,2.92833035537026,59.6723027796681,0.118306025231639,0.0387373710935455,99.0472700622939,0.0994608176726169,0.538135371407632,64.092912229159,19.9848512669849,31.8857877341168,20.8547557840617
"England",54.2712287902832,85.2036836035547,31.4944727891156,27.3295509183575,1.00572201051172,63.4590597652805,2.34295502340411,0.118716504986093,92.4165592564955,1.35167220677023,4.15253374940642,67.7487244897959,2.63180272108844,39.3409863945578,32.4744897959184
"Scotland",50.123046875,11.1732822337805,35.2019149100456,18.6467484483194,1.15590805610634,48.8081029290994,0.171913495756912,0.0251847796331782,98.9761839583904,0.165343553243909,0.590199835751437,67.8480426221913,17.1132216302473,39.6957763879237,27.0583996087818
"England",26.4994716644287,65.5506773605422,35.838572567077,21.7514470851968,3.11584014488955,53.4546614014863,16.6638051556253,0.19294760164496,55.0039652367287,20.2235248910582,18.6292544537375,42.9535995749579,30.4436376516426,29.1131674488621,12.8221021871956
"England",21.3857955932617,94.2763142543808,31.0343006522141,17.1121694483775,2.25256402189643,67.6528921763073,0.663835546118487,0.0163333877779593,97.3119910399701,0.719835732785776,0.988169960566535,62.9690264318344,17.7338860869795,32.227826041034,22.4736605846162
"England",27.2576847076416,95.8865028639671,30.7217340063027,14.7924960462453,2.28017456170817,68.6522767985492,0.237742442001902,0.0243271336001946,98.126810712785,0.52745648760422,0.528562266404229,62.7501216981374,20.4042940226999,33.0967692347109,23.5812559247777
"England",51.8524932861328,93.2429694008511,31.2037843893938,22.2874937108201,1.54524044670668,70.2001666178822,0.219530317699773,0.0348996915317587,98.4283880845698,0.104699074595276,0.844347375768356,74.1566040084651,8.48250964770322,33.1880990912486,21.0954811402963
"England",67.054931640625,90.6775786903342,32.972409367982,20.5710441108448,1.99474326480804,61.0199917490829,0.948855464002587,0.267597310647028,92.7079732848685,2.55555431667912,2.77743708675728,66.6025024061598,14.2845684953481,35.068441877874,26.0988129611806
"England",66.1699447631836,92.0566438907582,34.3445341976653,15.5917989349934,1.94334142474288,61.2854282352455,0.914476807794728,0.170303242986603,92.9246743595566,2.91373366637079,2.29548128728609,66.2480058747563,13.8613861386139,36.1955888683497,27.5277911422856
"England",54.0876922607422,83.8938479202933,31.5280637364605,28.0138403450735,1.34336986025937,56.439127375088,1.16670987814363,0.100003703840883,90.3616800622245,1.58709581836364,5.64928330678914,64.3183242323874,0.870557694029183,37.0535314654015,31.2416077343121
"England",55.2270812988281,93.045815351418,32.8667196909442,19.8391735634208,1.56538114480756,70.806681565968,0.524044389642417,0.0404593094944513,97.4212006781751,0.442162453760789,1.07698828606658,68.8399045563004,13.3143960913533,36.7117373025793,27.469605726622
"England",30.8738346099854,81.3232199327024,30.790450928382,37.9506490406927,1.05126961022158,51.1518248010894,1.07811251533328,0.204818870345154,91.6530683442307,1.20528027549263,4.19203457162471,57.1618037135278,3.96286472148541,27.2811671087533,20.3527851458886
"England",36.0288696289062,88.8923901055617,32.9829473732529,19.218843945628,1.98040173863841,53.6075403849897,18.7740386843252,0.0389252912445898,77.7949749302589,0.412422728662916,20.2189084236184,67.0514791948773,12.3706134814441,35.7692042872553,24.6241766312456
"England",36.0504875183105,61.6152339540245,30.4117059362251,57.3905826370829,1.54293226319795,55.0553374129642,5.54592396142781,0.475123935188222,73.4839610529571,12.2388926894639,7.08000262395862,41.9969194904671,14.4659062526018,21.6613937224211,8.07593039713596
"England",56.1225547790527,82.7311418998461,30.5026769779893,37.0138079773916,0.920569232718213,63.0132713533963,1.96907040156157,0.395423948806182,87.5526980389789,1.01119864771047,8.3964703633272,73.8697204045211,3.70315288518739,39.1334523101329,37.5173507832639
"England",53.9649887084961,84.1307420900806,31.1020296962267,35.4889835425305,1.25024012294295,62.0484766293917,2.19512475434141,0.433278550987806,86.6913378768202,3.84204296008551,5.01545781567848,76.8832584116605,0.768287699223539,36.7742814330473,26.094537528947
"England",43.0138893127441,74.8164565729325,33.3804188991719,25.1474789448299,2.15134647209267,56.1237211327251,7.92353511566699,0.0979557912651139,74.4266123127461,5.20254091385827,15.429521302911,59.2109108621529,2.35752557233317,31.3662932294204,22.464685825621
"England",59.7864570617676,88.9293954315279,30.2149493138061,30.9859680085509,0.990732298145099,63.9476233757154,0.913894188032481,0.199758292466116,93.597746726461,1.04573466106012,3.1681665185126,74.3654885551321,1.40476724202346,43.2663329099106,37.9386784228748
"England",59.1267051696777,89.6316055921181,30.7041251778094,30.079255099312,1.17141063485915,62.6913041785116,0.641574827680206,0.131430351649208,94.0603216636162,1.11764476809845,2.64028973090852,74.3290659080133,1.22332859174964,41.8373636794689,37.2427690848743
"England",60.4273376464844,87.9948251021748,32.4459273983624,24.350193507429,1.64691354710549,61.2225696111966,0.915408062255589,0.221501308425871,92.4552341935294,2.24931638423616,2.70996069821917,71.179421647972,10.4666572010034,37.2331866155521,31.1964598419234
"England",16.5111312866211,55.3057966203506,37.6422336351923,44.5038815317372,2.21412230020551,51.2622310744377,8.54238788511089,0.402301576010496,58.4530753544838,20.1459034792368,12.1180506157032,24.4033900150627,30.7660199989111,17.3293650073499,4.31555450701414
"England",56.8690795898438,88.5086769328297,33.946158896914,25.9089343312561,1.51218992110313,70.4350352624211,0.273382815182651,0.0396206978525582,98.652896273013,0.186217279907023,0.589027708074698,62.7260789112398,8.64024353847072,37.1545394854653,27.4130006565988
"Scotland",48.4457893371582,18.8946273354245,34.8835624219016,25.0088643501165,1.50476054119837,53.8766198789645,0.241859679139867,0.0454146995764815,98.672412154241,0.274600509067098,0.659041221761034,59.9727365670794,0,34.4791548335795,25.2936498920822
"England",10.7790365219116,56.8236392210672,35.7151677299856,39.5962504775058,2.4585810300096,24.9866375218387,35.4277189651459,0.650174310536015,46.9425852207003,6.62619364823575,40.0204226531898,23.3669479316732,21.3912327639432,20.1358304177814,3.80119366124717
"England",62.1007804870605,94.5101656173557,31.8703578663065,27.3343038294493,1.3728176675665,67.3026025584473,0.234591169747764,0.0701768456510406,98.4982155030677,0.124313269438986,0.693748245578859,75.5337726140306,7.39248876574542,39.1673845723998,30.2568162238935
"England",63.6115951538086,91.2307524298351,35.0916145237615,25.8996313473659,1.20850674332461,64.5904275914104,0.468593326516227,0.18862866957221,97.1844689110169,0.313719260972728,1.21715130997647,75.0005606764,2.19560878243513,32.8578797461257,28.9555720020633
"England",59.7881927490234,86.4265549585648,34.3959205765889,20.3440248318676,1.80765180765181,61.4515982150988,2.14916674255532,0.0796830889718605,84.1146070485384,6.88006556779893,6.19479100264093,72.888357120474,2.41574794177136,35.185026920776,23.710224197362
"England",13.0879535675049,92.7897498254858,31.222363786255,19.9341299666427,3.0186345008892,68.2665675876512,1.01105631741314,0.0810646490576235,95.8229187777252,0.239816253462136,2.55804003692945,52.9341227609983,8.12660820904844,24.3748282495191,16.5604936421095
"England",36.8621215820312,77.8114903487698,31.4487899468634,32.4341112787293,2.46159796662615,52.4034876977881,7.00542622815011,0.535374036948057,68.6707812111673,7.68784690580731,16.3604920884765,51.4744768188572,18.0815432269763,26.029363620338,19.3306303356922
"England",40.0777740478516,83.1546973756878,32.1376316816231,16.8329062356265,3.62393211812833,57.5303237947187,7.77168688252981,0.0971588700934771,73.0818793593651,10.1883859354865,10.3970218249504,51.431428014046,17.0015606710886,23.9660554038236,14.9556184159188
"England",13.94983959198,66.5576684152402,32.1909081643054,26.9642236887808,2.77032507643352,26.6211692435119,46.5816537824406,0.287306736609608,35.5276780784097,6.090385146328,49.5082136940917,58.2687799408827,7.31831617572113,32.5094281928448,18.5455101416777
"England",14.9812240600586,70.319203142721,33.7689638578629,12.0650145290463,3.73306354532183,29.3668534985782,52.118706750604,0.0608162527326222,35.6654448626703,8.39182103584871,49.8249478130804,53.2077096471899,20.9482562115341,31.6870551883089,14.1351974267406
"England",11.332447052002,58.2778843345725,38.1230627460836,24.9074351014346,3.71076293544392,32.5329734081599,35.2237298035408,0.138918487998548,27.3322125137143,22.6437135437633,40.4789530597586,28.6902069196616,22.4889000586412,19.657367847868,7.57937505235821
"England",46.306095123291,89.444104829327,32.4391880945217,19.6043097473379,3.23683515628257,60.7787265090414,2.25986472362998,0.128177318530496,85.8433081579933,4.42704738616868,4.20520202717359,56.8958733538547,22.5148702756498,27.4654569861365,19.1982780567964
"England",26.7563514709473,69.1539826314315,34.4289561222873,19.1894036501251,2.98185761134032,41.6584181529555,22.6613129143711,0.074703520403399,39.6731720982351,15.2404519562984,38.8448968157624,61.8696868894873,6.50509530598236,30.0253445271662,18.2744601087703
"England",30.9297122955322,83.368406891714,31.5306990881459,26.860032618771,2.13705856744091,53.5520385905234,7.33373691948456,0.555411417644402,77.5682973469015,4.49037639213199,12.3929776009686,56.5544072948328,14.4437689969605,26.6990881458967,19.5306990881459
"England",29.8045845031738,80.4952313140587,33.3051849349772,16.001971293045,2.98713795860835,50.956547808653,20.6037212614064,0.0880661057917518,65.6373550188312,5.28302947403924,23.6897824579812,59.2563997394263,17.8203488792916,29.6161362704176,17.7962216807007
"England",53.7149848937988,95.6370563326945,31.4276204618772,19.9911236858894,1.8285678805377,74.5303696223449,0.19852426471432,0.0218032429455034,98.7549200739015,0.106721136522727,0.522130291589686,64.8778739310769,10.945260894055,33.6576373598239,23.9259562701623
"England",23.9985694885254,79.2141431848274,32.9184506621527,18.1323236447777,2.35976737330153,45.8077690543237,36.2596273986909,0.0363649926337579,59.2674785073569,0.757137795349011,37.5389291908323,60.7910982774072,6.84307477845265,34.1382057154237,18.1370108533307
"England",24.5610847473145,71.3662711956227,33.3662779205377,19.7891070448744,2.5941186286213,50.4324900229337,16.7379959188833,7.21508929700056,68.0426892030988,8.28322227639634,17.0287303393105,36.463069117744,22.9513957523446,23.610287496431,10.177681140322
"England",57.6332321166992,90.4677962849708,32.7493827809004,17.6020002601494,2.0706516315737,69.2196999676224,0.520439855619911,0.16788382439352,97.2574978115144,0.212253120840378,1.36465565828447,67.6472133214267,6.77365131060566,27.089352313915,19.0812628040132
"England",49.606128692627,88.2238574557626,32.1359143553377,14.5934092342816,2.52095217384031,67.0034208648143,0.807225654025054,0.158737971599439,96.5889794009795,0.241183274678217,1.60829867349199,60.1128056293295,6.2590696273581,23.6344221449498,15.9817101552446
"Wales",19.0244560241699,7.05732374595353,30.38532351394,15.1584933968354,3.05545368565307,49.853897499069,0.256395565359384,0.0114590196808663,98.4759503824448,0.136075858710287,0.69470306815252,62.0857443450815,11.0599684376644,31.5590478695423,20.8508679642294
"England",31.2230472564697,95.5539697103567,31.7349360297152,22.965267688259,1.59265591546909,70.5621821229936,0.357947916312683,0.0996816982136587,98.2000656993011,0.181239451297561,0.875613099081343,68.8144861741643,17.3080891456872,34.8741229880314,23.0396203054065
"England",42.6833763122559,95.1712220410349,31.5931093789009,18.6731858104594,1.99081414164528,64.8538467155061,0.303015552364495,0.0389417577335897,98.6577262881203,0.0571957066712099,0.693650059629567,65.1474382091043,17.4262808954479,35.9677106161059,23.9756997420178
"England",63.4890556335449,87.7469954182032,35.7465022091311,20.1475479228397,1.61798133532875,64.2020460617882,0.657299889264779,0.131053610069794,96.5905742992695,0.431765769609785,1.7006491725336,70.3078976435935,5.05568851251841,29.8877025036819,25.1035530191458
"England",47.4356727600098,95.5754554211256,31.2949112773134,16.3240846939959,1.88360091743119,65.3287182581267,0.22016872545595,0.0402231325352217,98.0502365755295,0.380002752109068,0.837276258825273,66.6862198758371,16.3562594710857,35.2128855648433,26.4383829496016
"England",45.3645896911621,87.0277474603308,32.6299686763956,21.724677099347,2.1229276182774,62.1127529174712,11.6667366300059,0.0577197548484594,82.5319032826799,1.78196624968516,13.223071110738,60.6415268436005,16.4703882670034,30.3960371998155,21.7128426778039
"England",34.2774124145508,82.7591968313562,32.731884057971,16.378587224524,2.36670893753101,56.6493360983616,18.5872802146501,0.0746950770047274,72.9898670231063,2.41284755324481,21.6271732827504,57.4420289855072,17.2222222222222,31.0579710144928,18.7246376811594
"England",55.2862167358398,92.8832136093861,30.5199791909233,27.3448679588916,1.51088091797462,71.6661553272748,2.59830940617627,0.0476074606180506,93.1445256710007,0.681315658622769,4.55973678363996,72.3635642975698,11.2914013922263,36.2920207099859,29.1227983253648
"England",9.17151355743408,95.4453574947435,31.0383694171794,16.5120406853057,3.11513103219015,78.2110534388364,0.43271135308637,0.0589137522981442,97.5946936992758,0.298631778890593,0.798382919074851,56.1217301460574,8.85032639834687,26.7998872869018,14.842906119382
"England",76.6572341918945,86.8553558081901,35.6903125642138,14.4302210023189,1.76010955372966,70.3325990322961,0.567444239014988,0.0688407222375202,97.2512883049447,0.384524605641005,1.2047126391566,63.5128655905386,5.21016461563049,32.7222082695952,23.9115048288774
"England",63.8928298950195,93.6682200199426,31.9914457604813,23.6570311823568,1.25707362073001,64.6751185364563,0.466005982784233,0.0437516534055066,96.8295313485684,0.23707291263914,1.82434219897845,76.0410791502162,7.43090806542583,37.7044557247603,33.1406279375823
"England",50.5865173339844,80.4526587829901,33.1813918998495,28.0800206626124,1.54926040000529,58.8701151225625,1.84235257263685,0.741052549142454,91.713329156551,1.05235335578354,3.99502701856058,57.876600292251,4.26163006259405,26.8783668840374,23.3931648164707
"England",53.3962593078613,83.8462937515156,34.4281377673293,23.429105625636,1.35261568071854,55.4856115107914,1.55201681351548,0.6264651200388,92.7067334896128,0.806321235146714,3.52942365208956,57.2661082327163,8.51573733823294,24.8738958756533,22.837970465387
"England",58.6826133728027,83.8682295491612,30.5889065880507,30.4996342969509,1.26513293627623,59.9767284380395,1.06724909155071,0.259420690707589,90.9355358658643,1.87126248223636,4.83075661188948,68.86189106298,6.60707068305556,39.6115166068329,35.9454126150115
"England",21.9106464385986,76.0586891583202,33.651101015367,15.6582125603865,2.86403611175967,36.8239325250395,36.949569495695,0.0351432085749429,53.106659638025,2.45475311895976,39.3164645932174,59.3431146197959,7.08274372532956,33.3134728532062,16.7672103473101
"England",40.3714065551758,87.4548229848835,33.4215297172816,16.1493863028426,2.61436088760197,53.0809000935546,12.3107981682998,0.0236348416957999,78.8566645329657,2.04244423654537,14.6959476094342,63.2809054828752,7.90092606203146,31.73109902494,19.8049879954922
"England",15.1758880615234,66.7474141912322,35.0539728918107,19.6863534146053,2.6249968419191,28.2378159827816,51.2996575491674,0.052282569862584,37.0840268035308,2.85898519531897,54.5220066050313,56.1236912588264,5.88155723290858,32.9248167086005,16.4001839677515
"England",67.5498580932617,91.9480784955029,32.449660284126,22.0224976750704,1.46791575685004,60.8227718724448,0.511038430089943,0.139002452984464,96.6772281275552,0.577473426001635,1.392068683565,69.2254478072884,3.59728227300803,39.0858554663372,33.4354539839407
"Wales",53.1426200866699,38.8123762590864,34.6888398077173,27.842098887216,1.22687127842385,61.6197233984132,0.167637325317572,0.0650317210283683,97.9493330635721,0.0982701562206454,1.25438964116941,69.5043523450695,8.90606729894764,33.0583344160062,29.6771469403664
"England",22.2034511566162,44.4680510484728,36.9506672784217,29.7944855638413,2.51839802447844,48.1155139044515,21.2444884238711,0.866572563628691,38.750563890627,25.5416988023691,23.7925464573117,35.3607692154242,10.1557980410541,24.5406850326159,10.2375870254743
"England",36.2998504638672,39.8469848385791,37.8702277007362,32.9275239189411,1.73339691886624,32.7464898353102,17.4628747548333,1.49357118396065,26.6056473957847,12.3019208617415,52.4220914666418,55.3256536307384,5.44427324088341,35.0869469513537,20.1384303079218
"England",32.1503295898438,54.4914278602321,33.6902687782628,42.7975790181574,1.64157149569943,44.9850648744516,12.4653847350571,0.444942281962724,57.7507078627213,6.1576278042254,28.0336973770186,49.4763424231153,13.8245600297555,31.2765499285477,16.0131550613707
"England",68.571647644043,90.4558021450778,32.8984156570363,28.7329244860895,1.1740981402644,68.4456253966888,0.830491517583399,0.621792871973063,94.1736501823424,1.07576621448627,2.82281054681197,74.8213730972352,9.39215077146112,38.2882882882883,32.0415242829036
"Wales",43.0746269226074,14.616954415134,31.0836729801007,26.6178284774365,1.65156711197557,56.4896773628135,0.523330787625355,0.0262917381342882,97.1842800445708,0.252901481101248,1.48485721082218,72.2428674178854,3.52733157516183,35.327259649964,27.9789019419803
"England",62.1435508728027,91.5641146077971,34.7093238217447,21.671050841308,1.31143713273923,64.5025833724753,0.208548614372945,0.0328792860497886,98.5533114138093,0.0836073273837482,0.568341944574918,68.1441527653929,6.2528545640401,34.1634224319798,28.6348115444007
"England",71.2893447875977,92.8505524415842,33.190543325019,20.6361444431984,1.63189164615698,70.9627938089636,0.292943971582128,0.0311397135146357,98.2965423384772,0.115332272276428,0.814245842271584,72.7930810107364,6.85120919639952,37.967682463941,29.7283374905108
"England",34.9700202941895,83.7932879749255,33.8940390749601,27.0263219680171,1.54472015519588,49.2033156049669,1.85984033549204,0.505640678410344,90.4386951631046,1.56279008813219,3.86602160166872,54.1641746411483,15.8168859649123,24.0380781499203,17.4391945773525
"England",17.5454330444336,80.970721959978,32.4465706876509,40.3933641183513,1.23530269167234,37.0999971040514,1.8427886054077,0.694062340119506,89.0755166854903,1.50203199057851,4.19912542353248,53.5187337923634,6.77143879102209,22.3754806402575,15.0339801484396
"England",32.4481353759766,84.3375136314068,32.3328951852393,23.0792172932038,1.60146158347726,51.2152923412465,5.35399714789028,0.0660598943041691,83.6286804798255,5.72623940944552,6.0554903112155,62.5286013339175,11.1046200282362,29.1636239715691,22.8859354461808
"England",38.7187995910645,82.245632830402,31.6722383895717,32.370521626137,1.56306544553629,54.5715164320646,3.1148012578242,0.179547461040185,86.8295489490026,4.11173605531252,5.29813806306977,60.6965054474615,19.1707352269174,31.0685682676351,25.3397147598547
"England",32.6762809753418,88.6191961998789,31.8270144226617,24.2607044438784,1.8092168129754,48.9554324034834,1.57500116425278,0.100591440413543,92.5674102361105,1.8311367764169,2.43002840776789,56.6737196649106,18.8962777441921,26.9496502288626,19.7534329389412
"England",11.6804361343384,71.9228178231162,32.7952389808443,47.1817017036018,1.45284437059894,35.1562249382478,9.6870689378629,0.340839829339493,74.5196163346486,11.3575850896609,7.96362236550861,40.0483541007997,9.68755811790962,18.683280639762,16.3120699274688
"England",59.5573654174805,93.7260999285624,33.7485172004745,24.0120885818773,0.976217374931201,64.706685716687,0.210110518132538,0.094549733159642,98.2088078329201,0.215363281085851,0.729083497919906,75.9564056939502,1.34687623566627,39.4572953736655,35.0558521154607
"England",52.5786743164062,82.3948190854422,31.5391471088665,33.1228765571914,1.69189953452905,59.6459557952456,2.67733237056175,0.319294168086379,84.001444157368,5.44943756840003,6.05643496214728,67.6155238069517,1.93102330731628,33.440462365301,22.9643233316229
"England",63.399169921875,93.4555784572338,30.9062418386002,30.5432710389459,1.13410119899125,68.8915706398112,0.536112861368903,0.0971838055469526,95.791193652082,0.47417153475656,2.05581127118554,79.4881170018282,2.97466701488639,40.1671454687908,37.0044398015148
"England",65.5825805664062,86.8701285555218,34.4720887524842,19.9355531686359,1.69061114540659,65.2566049195263,2.41016297196072,0.420083004352667,90.4129972669298,4.07733576272902,2.42028545399332,73.6560086538703,2.88797766093935,36.7311514175744,30.2030137606601
"England",48.1292533874512,89.0977245685525,31.1983216092805,30.2831110490717,1.40083767262848,56.3340388118478,1.70578387086584,0.147413420939023,91.8954207073738,0.967663813164018,4.65510524265302,73.4641490805874,8.45859558188325,36.872763174133,27.5650993459213
"England",58.3614349365234,89.1998682910767,29.231561333505,35.7451803462751,0.864214992927864,66.1374300296345,0.831412578202173,0.21917188014488,95.6916776424103,0.835528482054659,1.74925913730655,75.6957137340713,3.6272364525679,44.3557729437508,40.6075427983009
"England",40.3242340087891,89.8517097600478,31.3129161118509,18.7255953658013,2.13329967180005,63.6338574989375,9.85538542827278,0.0160810484843612,87.3591472449718,0.242364373585729,11.0017344559437,65.0013315579228,3.7762982689747,30.647137150466,19.7949400798935
"England",60.6508255004883,88.4630734637062,32.3081607795371,22.0407079859561,1.4328096106004,63.1318686667121,6.56569097935385,0.0379632243431876,89.6564814904946,0.973416008799681,7.52839941205673,68.1322027546144,4.49967206970861,35.4750304506699,26.667759767638
"England",46.2415390014648,89.2510720264166,31.3595002037213,26.0835483089378,1.55200225517987,66.4392671237589,8.18065078309523,0.380655369304501,88.0953472906969,0.80602627897911,8.96603912036506,70.7048757300014,9.57490153470053,34.6543528453076,27.5621349993209
"England",43.827823638916,88.6602890374277,31.7908857571795,25.3150234017384,1.71527797385436,59.370209112651,4.23539993050019,10.1898979988144,90.1422701907156,1.21624660166391,5.71022669201365,68.6837134970216,9.17477843963388,33.8369896847305,25.1803961450918
"England",60.9616355895996,90.0640405355478,32.4251022281566,26.4186436487547,0.904960930401599,62.8300990517075,0.336036876088601,0.0844490578651982,96.7707032143423,0.526926933971393,1.29488555393304,69.3252941667362,7.05582909121255,37.7868647250271,31.6364850204456
"Wales",27.8809490203857,9.34237755805932,30.0492473776467,20.5658747300216,2.19975470926759,51.2152218900897,0.248332950103472,0.0482869625201196,98.1018624971258,0.157507472982295,0.902506323292711,70.3124565259731,12.6540719512534,35.7697337302802,25.603071700843
"Scotland",16.4542083740234,16.0520014784104,36.0727168827458,21.1143809319639,1.72714204817703,52.935126709412,0.152661942181298,0.0417811631233026,99.1981230615951,0.08516929405904,0.459592794356329,65.348762455802,17.3720490017501,34.3119397121326,24.0687167398836
"England",51.8765258789062,93.8928332086907,30.9538877856098,29.9422240752874,1.63854788945053,59.0038946785676,1.19268460873535,0.0903254630394033,96.539466399899,0.328279639863638,1.74823476850458,69.8142854025271,4.55229906378893,34.020033607577,27.2701481788621
"England",11.4671106338501,56.989762509383,34.9857120177806,37.6044879078072,2.89805840702328,54.7186686470861,9.86855764777283,0.225991407535176,44.8421254372095,37.3804162074969,7.60864357242106,27.0618352119384,37.1824892840133,19.2530560406414,5.58421971741546
"England",53.1379699707031,93.5460461632099,34.2344332458926,22.2267976826082,1.23663902602694,58.1043119996254,0.187274685144436,0.0573528723254834,98.2794138302355,0.138115080294021,0.656631864787677,70.1587739886787,3.28593124395969,34.0659947535552,28.3501311611211
